start;end;pitch;voice
246.29;246.42;76;1
246.42;246.67;74;1
246.67;246.92;76;1
246.92;248.6;81;1
246.92;248.6;72;2
246.92;248.6;62;3
246.92;248.6;54;4
248.6;249.06;79;1
248.6;249.06;72;2
248.6;249.06;64;3
248.6;249.06;55;4
249.06;249.58;71;1
249.06;249.58;65;2
249.06;249.58;62;3
249.06;249.58;43;4
249.58;250.2;72;1
249.58;250.2;64;2
249.58;250.2;60;3
249.58;250.2;48;4
250.2;250.95;72;1
250.2;250.95;67;2
250.2;250.95;64;3
250.95;251.2;71;1
250.95;251.2;65;2
250.95;251.2;62;3
251.2;251.45;71;1
251.2;251.45;65;2
251.2;251.45;62;3
251.45;251.7;77;1
251.45;251.7;62;2
251.45;251.7;59;3
251.7;251.81;77;1
251.7;251.81;62;2
251.7;251.81;59;3
251.81;252;76;1
251.81;252;64;2
251.81;252;60;3
252;252.17;76;1
252;252.17;64;2
252;252.17;60;3
252.17;252.38;81;1
252.17;252.38;72;2
252.17;252.38;65;3
252.38;252.59;81;1
252.38;252.59;72;2
252.38;252.59;65;3
252.59;252.84;79;1
252.59;252.84;72;2
252.59;252.84;64;3
252.84;253.09;79;1
252.84;253.09;72;2
252.84;253.09;64;3
253.09;253.15;84;1
253.09;253.15;79;2
253.09;253.15;76;3
253.15;253.35;84;1
253.15;253.35;79;2
253.15;253.35;76;3
253.35;253.5;83;1
253.35;253.5;77;2
253.35;253.5;74;3
253.5;253.75;83;1
253.5;253.75;77;2
253.5;253.75;74;3
253.75;254;89;1
253.75;254;74;2
253.75;254;71;3
254;254.5;89;1
254;254.5;74;2
254;254.5;71;3
256.2;257.6;60;1
256.2;257.6;63;1
256.2;257.6;55;2
256.2;257.6;60;3
256.2;257.6;48;4
257.6;258.84;60;1
257.6;258.84;63;1
257.6;258.84;56;2
257.6;258.84;56;3
257.6;258.84;44;4
258.84;259.72;60;1
258.84;259.72;63;1
258.84;259.72;57;2
258.84;259.72;54;3
258.84;259.72;42;4
259.72;260.16;60;1
259.72;260.16;63;1
259.72;260.16;57;2
259.72;260.16;53;3
259.72;260.16;41;4
260.16;260.6;60;1
260.16;260.6;64;1
260.16;260.6;57;2
260.16;260.6;52;3
260.16;260.6;40;4
260.6;261.02;65;1
260.6;261.02;62;2
260.6;261.02;57;3
260.6;261.02;38;4
261.02;261.48;62;1
261.02;261.48;59;2
261.02;261.48;53;3
261.02;261.48;43;4
261.48;261.98;60;1
261.48;261.73;60;2
261.48;261.73;52;3
261.48;262.07;48;4
261.73;261.98;55;2
261.73;261.98;64;2
261.73;261.98;60;3
261.98;262.07;55;2
261.98;262.07;64;2
261.98;262.07;60;3
262.07;262.26;55;2
262.07;262.26;64;2
262.07;262.26;60;3
262.07;262.13;50;4
262.13;262.26;48;4
262.26;262.51;55;2
262.26;262.51;64;2
262.26;262.51;60;3
262.26;262.51;47;4
262.51;262.72;55;2
262.51;262.72;64;2
262.51;262.72;60;3
262.51;262.72;48;4
262.72;263.76;55;2
262.72;263.76;64;2
262.72;263.76;60;3
262.72;263.06;36;4
263.06;263.3;76;1
263.3;263.36;76;1
263.36;263.42;77;1
263.42;263.45;76;1
263.45;263.51;77;1
263.51;263.57;76;1
263.57;263.63;77;1
263.63;263.7;74;1
263.7;263.76;76;1
263.76;264.22;79;1
263.76;264.9;55;2
263.76;264.9;65;2
263.76;264.9;62;3
263.76;264.27;48;4
264.22;264.52;77;1
264.27;264.39;50;4
264.39;264.52;48;4
264.52;264.77;47;4
264.77;264.9;48;4
264.9;266.06;55;2
264.9;266.06;65;2
264.9;266.06;62;3
264.9;265.4;36;4
265.4;265.59;83;1
265.59;265.62;83;1
265.62;265.68;84;1
265.68;265.75;83;1
265.75;265.81;84;1
265.81;265.87;83;1
265.87;265.93;84;1
265.93;266;81;1
266;266.06;83;1
266.06;266.25;84;1
266.06;267.32;55;2
266.06;267.32;64;2
266.06;267.32;60;3
266.06;266.12;50;4
266.12;266.25;48;4
266.25;266.47;88;1
266.25;266.37;47;4
266.37;266.47;48;4
266.47;266.86;79;1
266.47;266.5;50;4
266.5;266.63;48;4
266.63;266.75;47;4
266.75;266.86;48;4
266.86;266.98;50;4
266.98;267.11;48;4
267.11;267.23;47;4
267.23;267.32;48;4
267.32;267.39;77;1
267.32;268.4;55;2
267.32;268.4;64;2
267.32;268.4;60;3
267.32;267.66;36;4
267.39;267.45;76;1
267.45;267.57;74;1
267.57;267.66;76;1
267.66;267.68;77;1
267.68;267.81;76;1
267.81;267.93;74;1
267.93;268.06;76;1
268.06;268.18;77;1
268.18;268.31;76;1
268.31;268.38;74;1
268.38;268.4;76;1
268.4;268.88;79;1
268.4;269.54;55;2
268.4;269.54;65;2
268.4;269.54;62;3
268.4;268.5;50;4
268.5;268.63;48;4
268.63;268.75;47;4
268.75;268.88;48;4
268.88;269.06;77;1
268.88;268.99;50;4
268.99;269;48;4
269;269.01;47;4
269.01;269.06;48;4
269.06;269.18;50;4
269.18;269.31;48;4
269.31;269.43;47;4
269.43;269.54;48;4
269.54;269.62;84;1
269.54;270.7;55;2
269.54;270.7;65;2
269.54;270.7;62;3
269.54;269.93;36;4
269.62;269.75;83;1
269.75;269.81;81;1
269.81;269.93;83;1
269.93;270.04;84;1
270.04;270.11;83;1
270.11;270.19;81;1
270.19;270.3;83;1
270.3;270.39;84;1
270.39;270.47;83;1
270.47;270.57;81;1
270.57;270.7;83;1
270.7;270.8;84;1
270.7;271.14;55;2
270.7;271.14;64;2
270.7;271.14;60;3
270.7;271.14;48;4
270.8;270.89;88;1
270.89;271.01;86;1
271.01;271.14;84;1
271.14;271.2;82;1
271.14;271.53;55;2
271.14;271.53;64;2
271.14;271.53;72;2
271.14;271.53;55;3
271.14;271.53;64;3
271.14;271.53;48;4
271.2;271.33;81;1
271.33;271.45;79;1
271.45;271.53;77;1
271.53;271.61;76;1
271.61;271.71;84;1
271.71;271.82;82;1
271.82;271.88;81;1
271.88;272;79;1
272;272.11;77;1
272.11;272.18;76;1
272.18;272.26;74;1
272.26;272.38;72;1
272.38;272.46;79;1
272.46;272.57;77;1
272.57;272.68;76;1
272.68;272.73;74;1
272.73;272.84;72;1
272.84;272.93;71;1
272.93;273.02;69;1
273.02;273.1;67;1
273.1;273.22;76;1
273.22;273.27;74;1
273.27;273.38;72;1
273.38;273.45;71;1
273.45;273.55;69;1
273.55;273.63;67;1
273.64;273.72;65;1
273.72;273.82;64;1
273.72;273.82;64;2
273.72;273.82;52;3
273.72;273.82;52;4
273.83;273.95;72;1
273.83;273.95;72;2
273.83;273.95;60;3
273.83;273.95;60;4
273.95;274.03;71;1
273.95;274.03;71;2
273.95;274.03;59;3
273.95;274.03;59;4
274.04;274.1;69;1
274.04;274.1;69;2
274.04;274.1;57;3
274.04;274.1;57;4
274.1;274.2;67;1
274.1;274.2;67;2
274.1;274.2;55;3
274.1;274.2;55;4
274.21;274.31;65;1
274.21;274.31;65;2
274.21;274.31;53;3
274.21;274.31;53;4
274.31;274.41;64;1
274.31;274.41;64;2
274.31;274.41;52;3
274.31;274.41;52;4
274.42;274.52;62;1
274.42;274.52;62;2
274.42;274.52;50;3
274.42;274.52;50;4
274.52;274.64;60;1
274.52;274.64;60;2
274.52;274.64;48;3
274.52;274.64;48;4
274.65;274.75;59;1
274.65;274.75;59;2
274.65;274.75;59;3
274.65;274.75;47;4
274.75;274.83;60;1
274.75;274.83;60;2
274.75;274.83;60;3
274.75;274.83;48;4
274.84;274.92;59;1
274.84;274.92;59;2
274.84;274.92;59;3
274.84;274.92;47;4
274.92;275.04;60;1
274.92;275.04;60;2
274.92;275.04;60;3
274.92;275.04;48;4
275.05;275.15;59;1
275.05;275.15;59;2
275.05;275.15;59;3
275.05;275.15;47;4
275.15;275.21;60;1
275.15;275.21;60;2
275.15;275.21;60;3
275.15;275.21;48;4
275.22;275.28;59;1
275.22;275.28;59;2
275.22;275.28;59;3
275.22;275.28;47;4
275.28;275.78;60;1
275.28;275.78;60;2
275.28;275.78;60;3
275.28;275.78;48;4
275.78;276.16;60;1
275.78;276.16;55;2
275.78;276.16;52;3
275.78;276.16;36;4
276.16;276.66;60;1
276.16;276.66;55;2
276.16;276.66;52;3
276.16;276.66;36;4
276.66;277.16;60;1
276.66;277.16;55;2
276.66;277.16;52;3
276.66;277.16;36;4
278.08;278.2;81;1
278.08;278.58;57;2
278.08;278.58;69;2
278.08;278.58;57;3
278.08;278.58;45;4
278.21;278.33;88;1
278.33;278.45;86;1
278.46;278.58;85;1
278.58;278.68;83;1
278.69;278.8;81;1
278.8;278.89;80;1
278.9;278.99;78;1
278.99;279.1;76;1
279.11;279.17;81;1
279.17;279.25;80;1
279.26;279.34;78;1
279.34;279.46;76;1
279.46;279.56;74;1
279.56;279.61;73;1
279.62;279.74;71;1
279.74;279.86;69;1
279.87;279.97;76;1
279.97;280.01;74;1
280.02;280.1;73;1
280.1;280.22;71;1
280.23;280.31;69;1
280.31;280.39;68;1
280.4;280.5;66;1
280.5;280.6;64;1
280.5;280.6;52;4
280.61;280.71;69;1
280.61;280.71;69;2
280.61;280.71;69;3
280.61;280.71;57;4
280.71;280.81;68;1
280.71;280.81;68;2
280.71;280.81;68;3
280.71;280.81;56;4
280.81;280.88;66;1
280.81;280.88;66;2
280.81;280.88;66;3
280.81;280.88;54;4
280.88;281;64;1
280.88;281;64;2
280.88;281;64;3
280.88;281;52;4
281.01;281.09;62;1
281.01;281.09;62;2
281.01;281.09;62;3
281.01;281.09;50;4
281.09;281.17;61;1
281.09;281.17;61;2
281.09;281.17;61;3
281.09;281.17;49;4
281.18;281.3;59;1
281.18;281.3;59;2
281.18;281.3;59;3
281.18;281.3;47;4
281.3;281.4;57;1
281.3;281.4;57;2
281.3;281.4;57;3
281.3;281.4;45;4
281.41;281.49;56;1
281.41;281.49;56;2
281.41;281.49;56;3
281.41;281.49;44;4
281.49;281.57;57;1
281.49;281.57;57;2
281.49;281.57;57;3
281.49;281.57;45;4
281.58;281.7;56;1
281.58;281.7;56;2
281.58;281.7;56;3
281.58;281.7;44;4
281.7;282.2;57;1
281.7;282.2;57;2
281.7;282.2;57;3
281.7;282.2;45;4
282.2;282.53;57;1
282.2;282.53;57;2
282.2;282.53;57;3
282.2;282.53;45;4
282.53;283;57;1
282.53;283;57;2
282.53;283;57;3
282.53;283;45;4
283;284.38;58;1
283;284.69;58;2
283;283.73;58;3
283;283.73;46;4
283.73;283.85;60;3
283.73;283.85;48;4
283.86;283.98;58;3
283.86;283.98;46;4
283.98;284.11;57;3
283.98;284.11;45;4
284.11;284.26;58;3
284.11;284.26;46;4
284.26;285.48;53;3
284.26;285.48;41;4
284.39;284.51;74;1
284.51;284.63;77;1
284.64;284.69;82;1
284.69;284.8;86;1
284.69;285.03;58;2
284.81;284.87;82;1
284.87;284.99;86;1
285;285.03;82;1
285.03;285.14;86;1
285.03;285.48;58;2
285.15;285.23;82;1
285.23;285.35;86;1
285.36;285.48;82;1
285.48;285.98;87;1
285.48;287.2;58;2
285.48;286.09;58;3
285.48;286.09;46;4
286.09;286.21;60;3
286.09;286.21;48;4
286.22;286.34;58;3
286.22;286.34;46;4
286.34;286.51;57;3
286.34;286.51;45;4
286.51;286.74;58;3
286.51;286.74;46;4
286.74;288.04;55;3
286.74;288.04;43;4
286.87;286.99;75;1
286.99;287.11;79;1
287.12;287.2;82;1
287.2;287.32;87;1
287.2;287.6;58;2
287.33;287.39;82;1
287.39;287.51;87;1
287.52;287.6;82;1
287.6;287.66;87;1
287.6;288.04;58;2
287.67;287.79;82;1
287.79;287.91;87;1
287.92;288.04;82;1
288.04;288.4;87;1
288.04;288.65;70;2
288.04;290.18;63;3
288.04;289.5;55;4
288.65;288.73;72;2
288.74;288.86;70;2
288.86;289.11;69;2
289.11;289.5;70;2
289.5;290.18;72;2
289.5;290.68;57;4
290.18;290.68;63;2
290.18;290.68;60;3
290.68;291.62;84;1
291.62;291.96;75;1
291.96;292.45;74;2
291.96;293.94;67;3
291.96;293.14;58;4
292.45;292.57;76;2
292.58;292.66;74;2
292.66;292.89;73;2
292.89;293.14;74;2
293.14;293.94;76;2
293.14;294.32;61;4
293.94;294.32;67;2
293.94;294.32;64;3
294.32;295.32;88;1
295.32;295.82;79;1
295.82;296.33;58;4
296.33;296.43;60;4
296.44;296.56;58;4
296.56;296.77;57;4
296.77;297.02;58;4
297.02;297.61;70;3
297.02;297.42;49;4
297.42;297.74;50;4
297.61;297.67;72;3
297.67;297.74;70;3
297.74;297.91;69;3
297.74;298.16;51;4
297.91;298.16;70;3
298.16;298.65;82;1
298.16;298.59;61;3
298.16;298.59;52;4
298.59;299.07;70;2
298.59;298.9;64;3
298.59;298.9;61;4
298.65;298.77;84;1
298.78;298.9;82;1
298.9;299.07;81;1
298.9;299.3;65;3
298.9;299.3;62;4
299.07;299.3;82;1
299.07;299.19;72;2
299.2;299.3;70;2
299.31;299.68;73;1
299.31;299.43;69;2
299.31;299.68;67;3
299.31;299.68;64;4
299.43;299.68;70;2
299.68;300.06;88;1
299.68;300.06;79;2
299.68;300.06;67;3
299.68;300.06;64;4
300.06;300.46;86;1
300.06;300.46;77;2
300.06;300.46;69;3
300.06;300.46;65;4
300.46;300.69;85;1
300.46;301.03;76;2
300.46;300.84;70;3
300.46;300.84;67;4
300.69;300.73;88;1
300.74;300.84;86;1
300.84;301.49;85;1
300.84;301.49;70;3
300.84;301.49;67;4
301.03;301.15;79;2
301.16;301.27;77;2
301.27;301.49;76;2
301.49;301.66;86;1
301.49;301.66;74;2
301.49;301.66;69;3
301.49;301.66;65;4
301.66;301.81;85;1
301.66;302.27;76;2
301.66;302.04;70;3
301.66;302.04;67;4
301.81;301.91;88;1
301.92;302.04;86;1
302.04;302.67;85;1
302.04;302.67;70;3
302.04;302.67;67;4
302.27;302.35;79;2
302.36;302.44;77;2
302.44;302.67;76;2
302.67;302.84;86;1
302.67;302.84;74;2
302.67;302.84;69;3
302.67;302.84;65;4
302.84;303.42;75;2
303.42;303.49;77;2
303.5;303.58;75;2
303.58;303.77;74;2
303.77;303.98;75;2
303.98;304.38;66;2
303.98;304.57;63;4
304.38;304.74;67;2
304.57;304.67;65;4
304.68;304.74;63;4
304.74;305.12;68;2
304.74;304.95;62;4
304.95;305.12;63;4
305.12;305.76;87;1
305.12;305.54;69;2
305.12;305.54;54;4
305.54;305.92;70;2
305.54;306.07;63;3
305.54;305.92;55;4
305.76;305.79;89;1
305.8;305.92;87;1
305.92;306.07;86;1
305.92;306.32;71;2
305.92;306.32;56;4
306.07;306.32;87;1
306.07;306.19;65;3
306.2;306.32;63;3
306.32;306.66;78;1
306.32;306.66;72;2
306.32;306.49;62;3
306.32;306.66;57;4
306.49;306.66;63;3
306.66;307.04;84;1
306.66;307.04;81;2
306.66;307.04;60;3
306.66;307.04;57;4
307.04;307.42;82;1
307.04;307.42;79;2
307.04;307.42;62;3
307.04;307.42;58;4
307.42;307.67;81;1
307.42;307.67;78;2
307.42;308.09;63;3
307.42;308.09;60;4
307.67;307.79;84;1
307.67;307.79;81;2
307.8;307.88;82;1
307.8;307.88;79;2
307.88;308.51;81;1
307.88;308.51;78;2
308.09;308.17;60;3
308.09;308.17;57;4
308.18;308.26;62;3
308.18;308.26;58;4
308.26;308.51;63;3
308.26;308.51;60;4
308.51;308.66;82;1
308.51;308.66;79;2
308.51;308.66;62;3
308.51;308.66;58;4
308.66;308.91;81;1
308.66;308.91;78;2
308.66;309.29;63;3
308.66;309.29;60;4
308.91;309.03;84;1
308.91;309.03;81;2
309.04;309.14;82;1
309.04;309.14;79;2
309.14;309.71;81;1
309.14;309.71;78;2
309.29;309.39;60;3
309.29;309.39;57;4
309.4;309.48;62;3
309.4;309.48;58;4
309.48;309.71;63;3
309.48;309.71;60;4
309.71;309.94;82;1
309.71;309.94;79;2
309.71;309.94;62;3
309.71;309.94;58;4
309.95;310.51;68;3
310.51;310.57;70;3
310.58;310.62;68;3
310.62;310.85;67;3
310.85;311.06;68;3
311.06;311.36;59;3
311.06;311.61;56;4
311.36;311.8;60;3
311.61;311.71;58;4
311.71;311.8;56;4
311.8;312.2;61;3
311.8;311.97;55;4
311.97;312.2;56;4
312.2;312.83;80;1
312.2;312.6;62;3
312.2;312.6;47;4
312.6;313.17;68;2
312.6;312.96;63;3
312.6;312.96;48;4
312.83;312.89;82;1
312.89;312.96;80;1
312.96;313.17;79;1
312.96;313.39;64;3
312.96;313.39;49;4
313.17;313.39;80;1
313.17;313.29;70;2
313.3;313.39;68;2
313.4;313.66;71;1
313.4;313.57;67;2
313.4;313.66;65;3
313.4;313.66;50;4
313.57;313.66;68;2
313.66;314.14;80;1
313.66;314.14;74;2
313.66;314.14;68;3
313.66;314.14;65;4
314.14;314.56;80;1
314.14;314.56;72;2
314.14;314.56;67;3
314.14;314.56;63;4
314.56;315.13;80;1
314.56;314.78;71;2
314.56;314.78;65;3
314.56;314.78;62;4
314.78;314.89;74;2
314.78;314.89;68;3
314.78;314.89;65;4
314.9;314.96;72;2
314.9;314.96;67;3
314.9;314.96;63;4
314.96;315.63;71;2
314.96;315.63;65;3
314.96;315.63;62;4
315.13;315.25;77;1
315.26;315.38;79;1
315.38;315.63;80;1
315.63;315.74;79;1
315.63;315.74;72;2
315.63;315.74;67;3
315.63;315.74;63;4
315.75;316.33;80;1
315.75;315.97;71;2
315.75;315.97;65;3
315.75;315.97;62;4
315.97;316.09;74;2
315.97;316.09;68;3
315.97;316.09;65;4
316.1;316.18;72;2
316.1;316.18;67;3
316.1;316.18;63;4
316.18;316.79;71;2
316.18;316.79;65;3
316.18;316.79;62;4
316.33;316.45;77;1
316.46;316.58;79;1
316.58;316.79;80;1
316.79;316.96;79;1
316.79;316.96;72;2
316.79;316.96;67;3
316.79;316.96;63;4
316.96;317.21;73;2
316.96;317.21;70;3
317.21;317.29;70;2
317.21;317.29;67;3
317.3;317.38;72;2
317.3;317.38;68;3
317.38;317.61;88;1
317.38;317.99;73;2
317.38;317.99;70;3
317.61;317.67;91;1
317.68;317.78;89;1
317.78;317.99;88;1
317.99;318.18;89;1
317.99;318.18;72;2
317.99;318.18;68;3
318.18;318.43;73;2
318.18;318.43;70;3
318.43;318.49;70;2
318.43;318.49;67;3
318.5;318.6;72;2
318.5;318.6;68;3
318.6;318.83;88;1
318.6;319.17;73;2
318.6;319.17;70;3
318.83;318.89;91;1
318.9;318.98;89;1
318.98;319.17;88;1
319.17;319.36;89;1
319.17;319.36;72;2
319.17;319.36;68;3
319.36;320.01;81;1
319.36;319.59;72;2
319.36;319.59;66;3
319.36;319.59;63;4
319.59;319.63;75;2
319.59;319.63;63;3
319.59;319.63;60;4
319.64;319.76;73;2
319.64;319.76;65;3
319.64;319.76;61;4
319.76;320.39;72;2
319.76;320.39;66;3
319.76;320.39;63;4
320.01;320.07;84;1
320.08;320.18;82;1
320.18;320.39;81;1
320.39;320.58;82;1
320.39;320.58;70;2
320.39;320.58;65;3
320.39;320.58;61;4
320.59;321.21;81;1
320.59;320.79;72;2
320.59;320.79;66;3
320.59;320.79;63;4
320.79;320.87;75;2
320.79;320.87;63;3
320.79;320.87;60;4
320.88;320.96;73;2
320.88;320.96;65;3
320.88;320.96;61;4
320.96;321.57;72;2
320.96;321.57;66;3
320.96;321.57;63;4
321.21;321.27;84;1
321.28;321.38;82;1
321.38;321.57;81;1
321.57;321.8;82;1
321.57;321.8;70;2
321.57;321.8;65;3
321.57;321.8;61;4
321.8;322.43;85;1
321.8;322.05;61;2
321.8;322.05;58;3
321.8;322.27;46;4
322.05;322.27;61;2
322.05;322.27;58;3
322.27;322.43;61;2
322.27;322.43;58;3
322.43;322.49;87;1
322.43;322.56;61;2
322.43;322.56;58;3
322.5;322.56;85;1
322.56;322.79;84;1
322.56;322.79;61;2
322.56;322.79;58;3
322.79;323;85;1
322.79;323;61;2
322.79;323;58;3
323.01;323.59;82;1
323.01;323.25;61;2
323.01;323.25;58;3
323.25;323.47;61;2
323.25;323.47;58;3
323.47;323.59;61;2
323.47;323.59;58;3
323.59;323.65;84;1
323.59;323.76;61;2
323.59;323.76;58;3
323.66;323.76;82;1
323.76;323.93;81;1
323.76;323.93;61;2
323.76;323.93;58;3
323.93;324.14;82;1
323.93;324.14;61;2
323.93;324.14;58;3
324.14;324.73;77;1
324.14;324.39;61;2
324.14;324.39;58;3
324.39;324.63;61;2
324.39;324.63;58;3
324.63;324.73;61;2
324.63;324.73;58;3
324.73;324.81;78;1
324.73;324.94;61;2
324.73;324.94;58;3
324.82;324.94;77;1
324.94;325.15;76;1
324.94;325.15;61;2
324.94;325.15;58;3
325.15;325.36;77;1
325.15;325.36;61;2
325.15;325.36;58;3
325.36;325.91;73;1
325.36;325.6;61;2
325.36;325.6;58;3
325.6;325.74;61;2
325.6;325.74;58;3
325.74;325.91;61;2
325.74;325.91;58;3
325.91;326.01;75;1
325.91;326.06;61;2
325.91;326.06;58;3
326.02;326.06;73;1
326.06;326.31;72;1
326.06;326.31;61;2
326.06;326.31;58;3
326.31;326.48;73;1
326.31;326.48;61;2
326.31;326.48;58;3
326.48;326.73;61;1
326.48;327.05;78;2
326.48;326.73;58;3
326.48;327.68;54;4
326.73;326.97;61;1
326.73;326.97;58;3
326.97;327.05;61;1
326.97;327.05;58;3
327.05;327.26;61;1
327.05;327.15;80;2
327.05;327.26;58;3
327.16;327.26;78;2
327.26;327.51;61;1
327.26;327.51;77;2
327.26;327.51;58;3
327.51;327.68;61;1
327.51;327.68;78;2
327.51;327.68;58;3
327.68;327.93;61;1
327.68;328.17;73;2
327.68;327.93;58;3
327.68;328.84;49;4
327.93;328.04;61;1
327.93;328.04;58;3
328.04;328.17;61;1
328.04;328.17;58;3
328.17;328.42;61;1
328.17;328.29;75;2
328.17;328.42;58;3
328.3;328.42;73;2
328.42;328.67;61;1
328.42;328.67;72;2
328.42;328.67;58;3
328.67;328.84;61;1
328.67;328.84;73;2
328.67;328.84;58;3
328.84;329.09;61;1
328.84;329.5;70;2
328.84;329.09;58;3
328.84;330.04;46;4
329.09;329.34;61;1
329.09;329.34;58;3
329.34;329.5;61;1
329.34;329.5;58;3
329.5;329.6;61;1
329.5;329.51;71;2
329.5;329.6;58;3
329.52;329.6;70;2
329.6;329.79;61;1
329.6;329.79;69;2
329.6;329.79;58;3
329.79;330.04;61;1
329.79;330.04;70;2
329.79;330.04;58;3
330.04;330.29;61;1
330.04;330.4;66;2
330.04;330.29;58;3
330.04;330.4;42;4
330.29;330.4;61;1
330.29;330.4;58;3
330.4;330.65;61;1
330.4;330.78;65;2
330.4;330.65;58;3
330.4;330.78;41;4
330.65;330.78;61;1
330.65;330.78;58;3
330.78;330.89;60;1
330.78;331.14;64;2
330.78;330.89;58;3
330.78;331.14;40;4
330.89;331.14;60;1
330.89;331.14;58;3
331.14;331.87;77;1
331.14;331.39;60;2
331.14;331.39;56;3
331.14;331.62;41;4
331.39;331.62;60;2
331.39;331.62;56;3
331.62;331.87;60;2
331.62;331.87;56;3
331.87;331.89;79;1
331.87;331.98;60;2
331.87;331.98;56;3
331.89;331.98;77;1
331.98;332.19;76;1
331.98;332.19;60;2
331.98;332.19;56;3
332.19;332.4;77;1
332.19;332.4;60;2
332.19;332.4;56;3
332.4;332.99;72;1
332.4;332.65;60;2
332.4;332.65;56;3
332.65;332.86;60;2
332.65;332.86;56;3
332.86;332.99;60;2
332.86;332.99;56;3
332.99;333.03;73;1
332.99;333.12;60;2
332.99;333.12;56;3
333.04;333.12;72;1
333.12;333.37;71;1
333.12;333.37;60;2
333.12;333.37;56;3
333.37;333.56;72;1
333.37;333.56;60;2
333.37;333.56;56;3
333.56;334.07;68;1
333.56;333.75;60;2
333.56;333.75;56;3
333.75;333.85;60;2
333.75;333.85;56;3
333.85;334.07;60;2
333.85;334.07;56;3
334.07;334.17;70;1
334.07;334.23;60;2
334.07;334.23;56;3
334.18;334.23;68;1
334.23;334.44;67;1
334.23;334.44;60;2
334.23;334.44;56;3
334.44;334.66;68;1
334.44;334.66;60;2
334.44;334.66;56;3
334.66;335.23;65;1
334.66;334.91;60;2
334.66;334.91;56;3
334.91;335.02;60;2
334.91;335.02;56;3
335.03;335.23;60;2
335.03;335.23;56;3
335.23;335.31;67;1
335.23;335.38;60;2
335.23;335.38;56;3
335.32;335.38;65;1
335.38;335.59;64;1
335.38;335.59;60;2
335.38;335.59;56;3
335.59;335.8;65;1
335.59;335.8;60;2
335.59;335.8;56;3
335.8;336.05;65;1
335.8;336.35;73;2
335.8;336.05;56;3
335.8;337;49;4
336.05;336.2;65;1
336.05;336.2;56;3
336.2;336.35;65;1
336.2;336.35;56;3
336.35;336.52;65;1
336.35;336.47;75;2
336.35;336.52;56;3
336.48;336.52;73;2
336.52;336.77;65;1
336.52;336.77;72;2
336.52;336.77;56;3
336.77;337;65;1
336.77;337;73;2
336.77;337;56;3
337;337.25;65;1
337;337.75;68;2
337;337.25;56;3
337;338.12;44;4
337.25;337.5;65;1
337.25;337.5;56;3
337.5;337.75;65;1
337.5;337.75;56;3
337.75;338;65;1
337.75;337.87;70;2
337.75;338;56;3
337.88;338;68;2
338;338.06;65;1
338;338.06;67;2
338;338.06;56;3
338.06;338.12;65;1
338.06;338.12;68;2
338.06;338.12;56;3
338.12;338.37;65;1
338.12;338.71;65;2
338.12;338.37;56;3
338.12;338.84;41;4
338.37;338.46;65;1
338.37;338.46;56;3
338.46;338.71;65;1
338.46;338.71;56;3
338.71;338.84;65;1
338.71;338.75;66;2
338.71;338.84;56;3
338.76;338.84;65;2
338.84;339.09;65;1
338.84;339.09;63;2
338.84;339.09;56;3
338.84;339.28;37;4
339.09;339.28;65;1
339.09;339.28;65;2
339.09;339.28;56;3
339.28;339.51;65;1
339.28;339.6;61;2
339.28;339.51;56;3
339.28;339.6;49;4
339.51;339.6;65;1
339.51;339.6;56;3
339.6;339.85;65;1
339.6;340;60;2
339.6;339.85;56;3
339.6;340;48;4
339.85;340;65;1
339.85;340;56;3
340;340.25;65;1
340;340.38;59;2
340;340.25;56;3
340;340.38;47;4
340.25;340.38;65;1
340.25;340.38;56;3
340.38;340.5;64;1
340.38;340.84;60;2
340.38;340.84;55;3
340.38;340.84;36;4
340.38;340.84;48;4
340.51;340.59;84;1
340.59;340.71;83;1
340.72;340.84;81;1
340.84;340.96;79;1
340.84;341.96;55;2
340.84;341.96;64;2
340.84;341.96;60;3
340.97;340.98;77;1
340.98;340.99;76;1
340.98;341.06;48;4
340.99;341.06;74;1
341.06;341.67;72;1
341.06;341.31;48;4
341.31;341.56;48;4
341.56;341.96;40;4
341.67;341.75;84;1
341.75;341.87;83;1
341.88;341.96;81;1
341.96;342.08;79;1
341.96;343.16;55;2
341.96;343.16;64;2
341.96;343.16;60;3
342.09;342.17;77;1
342.17;342.29;76;1
342.17;342.35;52;4
342.3;342.35;74;1
342.35;342.82;72;1
342.35;342.55;52;4
342.55;342.72;52;4
342.72;343.16;43;4
342.83;342.95;84;1
342.95;343.07;83;1
343.08;343.16;81;1
343.16;343.28;79;1
343.16;344.28;55;2
343.16;344.28;64;2
343.16;344.28;60;3
343.29;343.31;77;1
343.31;343.41;76;1
343.31;343.52;55;4
343.42;343.52;74;1
343.53;343.64;72;1
343.53;343.73;55;4
343.65;343.73;84;1
343.73;343.85;83;1
343.73;343.9;55;4
343.86;343.9;81;1
343.91;344.02;79;1
343.91;344.28;48;4
344.03;344.11;77;1
344.11;344.18;76;1
344.18;344.28;74;1
344.28;344.38;72;1
344.28;344.7;55;2
344.28;344.7;64;2
344.28;344.7;60;3
344.39;344.49;71;1
344.49;344.59;74;1
344.49;344.7;60;4
344.6;344.7;72;1
344.7;344.82;71;1
344.7;345.04;55;2
344.7;345.04;64;2
344.7;345.04;60;3
344.7;344.95;60;4
344.83;344.95;72;1
344.95;345.02;74;1
