start;end;pitch;voice
448.74;448.99;84;1
448.74;448.99;77;2
448.74;448.99;57;3
448.99;449.01;89;1
448.99;449.01;72;2
448.99;449.01;69;3
449.01;449.09;89;1
449.01;449.09;72;2
449.01;449.09;69;3
449.09;449.24;88;1
449.09;449.24;70;2
449.09;449.24;67;3
449.24;449.49;88;1
449.24;449.49;70;2
449.24;449.49;67;3
449.49;449.74;94;1
449.49;449.74;79;2
449.49;449.74;64;3
449.74;450.24;94;1
449.74;450.24;79;2
449.74;450.24;64;3
452.14;453.48;56;1
452.14;453.48;68;1
452.14;453.48;60;2
452.14;453.48;65;3
452.14;453.48;53;4
453.48;454.94;56;1
453.48;454.94;68;1
453.48;454.94;65;2
453.48;454.94;61;3
453.48;454.94;49;4
454.94;455.62;56;1
454.94;455.62;68;1
454.94;455.62;62;2
454.94;455.62;65;2
454.94;455.62;59;3
454.94;455.62;47;4
455.62;456.12;56;1
455.62;456.12;68;1
455.62;456.12;62;2
455.62;456.12;65;2
455.62;456.12;58;3
455.62;456.12;46;4
456.12;456.5;57;1
456.12;456.5;69;1
456.12;456.5;62;2
456.12;456.5;65;2
456.12;456.5;57;3
456.12;456.5;45;4
456.5;456.92;70;1
456.5;456.92;67;2
456.5;456.92;62;3
456.5;456.92;43;4
456.92;457.42;67;1
456.92;457.42;64;2
456.92;457.42;58;3
456.92;457.42;48;4
457.42;457.92;65;1
457.42;457.67;65;2
457.42;457.67;57;3
457.42;458.07;53;4
457.67;457.92;57;2
457.67;457.92;65;2
457.67;457.92;60;3
457.92;458.07;57;2
457.92;458.07;65;2
457.92;458.07;60;3
458.07;458.22;57;2
458.07;458.22;65;2
458.07;458.22;60;3
458.07;458.12;55;4
458.12;458.22;53;4
458.22;458.47;57;2
458.22;458.47;65;2
458.22;458.47;60;3
458.22;458.47;52;4
458.47;458.72;57;2
458.47;458.72;65;2
458.47;458.72;60;3
458.47;458.72;53;4
458.72;459.72;57;2
458.72;459.72;65;2
458.72;459.72;60;3
458.72;459.04;41;4
459.04;459.22;69;1
459.22;459.28;69;1
459.28;459.34;70;1
459.35;459.41;69;1
459.41;459.47;70;1
459.47;459.53;69;1
459.53;459.59;70;1
459.6;459.66;67;1
459.66;459.72;69;1
459.72;460.22;72;1
459.72;461.06;58;2
459.72;461.06;67;2
459.72;461.06;60;3
459.72;460.4;53;4
460.22;460.56;70;1
460.4;460.43;55;4
460.44;460.56;53;4
460.56;460.81;52;4
460.81;461.06;53;4
461.06;462;58;2
461.06;462;67;2
461.06;462;60;3
461.06;461.56;41;4
461.56;461.84;76;1
461.84;461.84;76;1
461.84;461.84;77;1
461.84;461.84;76;1
461.84;461.85;77;1
461.85;461.85;76;1
461.85;461.87;77;1
461.88;461.94;74;1
461.94;462;76;1
462;462.23;77;1
462;462.23;57;2
462;462.23;65;2
462;463.18;60;3
462;462.12;55;4
462.13;462.23;53;4
462.23;462.43;81;1
462.23;462.43;65;2
462.23;462.43;69;2
462.23;462.35;52;4
462.35;462.43;53;4
462.43;462.8;72;1
462.43;462.65;65;2
462.43;462.65;69;2
462.43;462.52;55;4
462.53;462.65;53;4
462.65;462.8;65;2
462.65;462.8;69;2
462.65;462.72;52;4
462.72;462.8;53;4
462.8;462.97;65;2
462.8;462.97;69;2
462.8;462.91;55;4
462.91;462.97;53;4
462.97;463.18;65;2
462.97;463.18;69;2
462.97;463.08;52;4
463.08;463.18;53;4
463.18;463.3;82;1
463.18;464.32;65;2
463.18;464.32;69;2
463.18;464.32;60;3
463.18;463.56;41;4
463.31;463.43;81;1
463.43;463.47;79;1
463.48;463.56;81;1
463.56;463.68;82;1
463.69;463.73;81;1
463.73;463.83;79;1
463.84;463.93;81;1
463.93;464.02;82;1
464.03;464.09;81;1
464.09;464.21;79;1
464.22;464.32;81;1
464.33;464.78;84;1
464.33;465.48;67;2
464.33;465.48;70;2
464.33;465.48;60;3
464.33;464.44;55;4
464.45;464.57;53;4
464.57;464.65;52;4
464.66;464.78;53;4
464.78;465.22;82;1
464.78;464.86;55;4
464.87;464.99;53;4
464.99;465.09;52;4
465.1;465.22;53;4
465.22;465.26;55;4
465.26;465.27;53;4
465.27;465.35;52;4
465.36;465.48;53;4
465.48;465.57;89;1
465.48;466.72;67;2
465.48;466.72;70;2
465.48;466.72;60;3
465.48;465.94;41;4
465.57;465.69;88;1
465.69;465.81;86;1
465.82;465.94;88;1
465.94;465.99;89;1
465.99;466.11;88;1
466.11;466.19;86;1
466.2;466.32;88;1
466.32;466.38;89;1
466.39;466.51;88;1
466.51;466.59;86;1
466.6;466.72;88;1
466.72;466.93;89;1
466.72;467.1;65;2
466.72;467.1;69;2
466.72;467.1;60;3
466.72;467.1;41;4
466.93;467.05;88;1
467.06;467.1;86;1
467.1;467.22;84;1
467.1;467.54;65;2
467.1;467.54;69;2
467.1;467.54;60;3
467.1;467.54;53;4
467.23;467.35;82;1
467.35;467.44;81;1
467.44;467.54;79;1
467.54;467.62;77;1
467.63;467.75;84;1
467.75;467.85;82;1
467.85;467.94;81;1
467.94;468.02;79;1
468.02;468.12;77;1
468.12;468.22;76;1
468.22;468.3;74;1
468.3;468.42;72;1
468.43;468.51;81;1
468.51;468.6;79;1
468.6;468.7;77;1
468.7;468.82;76;1
468.82;468.93;74;1
468.93;468.97;72;1
468.98;469.04;70;1
469.04;469.16;69;1
469.17;469.29;77;1
469.17;469.29;77;2
469.17;469.29;65;3
469.17;469.29;53;4
469.29;469.39;76;1
469.29;469.39;76;2
469.29;469.39;64;3
469.29;469.39;52;4
469.4;469.44;74;1
469.4;469.44;74;2
469.4;469.44;62;3
469.4;469.44;50;4
469.44;469.56;72;1
469.44;469.56;72;2
469.44;469.56;60;3
469.44;469.56;48;4
469.57;469.68;70;1
469.57;469.68;70;2
469.57;469.68;58;3
469.57;469.68;46;4
469.68;469.75;69;1
469.68;469.75;69;2
469.68;469.75;57;3
469.68;469.75;45;4
469.76;469.82;67;1
469.76;469.82;67;2
469.76;469.82;55;3
469.76;469.82;43;4
469.82;469.94;65;1
469.82;469.94;65;2
469.82;469.94;53;3
469.82;469.94;41;4
469.95;470.07;77;1
469.95;470.07;77;2
469.95;470.07;65;3
469.95;470.07;53;4
470.07;470.19;76;1
470.07;470.19;76;2
470.07;470.19;64;3
470.07;470.19;52;4
470.19;470.24;74;1
470.19;470.24;74;2
470.19;470.24;62;3
470.19;470.24;50;4
470.24;470.32;72;1
470.24;470.32;72;2
470.24;470.32;60;3
470.24;470.32;48;4
470.33;470.43;70;1
470.33;470.43;70;2
470.33;470.43;58;3
470.33;470.43;46;4
470.43;470.51;69;1
470.43;470.51;69;2
470.43;470.51;57;3
470.43;470.51;45;4
470.52;470.62;67;1
470.52;470.62;67;2
470.52;470.62;55;3
470.52;470.62;43;4
470.62;470.74;65;1
470.62;470.74;65;2
470.62;470.74;53;3
470.62;470.74;41;4
470.75;470.87;64;1
470.75;470.87;64;2
470.75;470.87;52;3
470.75;470.87;40;4
470.87;470.93;65;1
470.87;470.93;65;2
470.87;470.93;53;3
470.87;470.93;41;4
470.94;471.06;64;1
470.94;471.06;64;2
470.94;471.06;52;3
470.94;471.06;40;4
471.06;471.12;65;1
471.06;471.12;65;2
471.06;471.12;53;3
471.06;471.12;41;4
471.13;471.21;64;1
471.13;471.21;64;2
471.13;471.21;52;3
471.13;471.21;40;4
471.21;471.31;65;1
471.21;471.31;65;2
471.21;471.31;53;3
471.21;471.31;41;4
471.32;471.42;64;1
471.32;471.42;64;2
471.32;471.42;52;3
471.32;471.42;40;4
471.43;471.86;65;1
471.43;471.86;65;2
471.43;471.86;53;3
471.43;471.86;41;4
471.86;472.26;67;1
471.86;472.26;67;2
471.86;472.26;55;3
471.86;472.26;43;4
472.26;472.66;69;1
472.26;472.66;69;2
472.26;472.66;57;3
472.26;472.66;45;4
472.66;473.08;70;1
472.66;473.08;58;2
472.66;473.08;58;3
472.66;473.08;46;4
473.08;473.54;72;1
473.08;473.54;60;2
473.08;473.54;60;3
473.08;473.54;48;4
473.54;474.04;74;1
473.54;474.04;62;2
473.54;474.04;62;3
473.54;474.04;50;4
474.04;476.98;75;1
474.04;476.98;63;2
474.04;476.98;63;3
474.04;476.98;51;4
476.99;477.46;62;1
476.99;477.46;62;2
476.99;477.46;50;3
476.99;477.46;38;4
477.46;477.86;64;1
477.46;477.86;64;2
477.46;477.86;52;3
477.46;477.86;40;4
477.86;478.34;66;1
477.86;478.34;66;2
477.86;478.34;54;3
477.86;478.34;42;4
478.34;478.74;67;1
478.34;478.74;55;2
478.34;478.74;55;3
478.34;478.74;43;4
478.74;479.22;69;1
478.74;479.22;57;2
478.74;479.22;57;3
478.74;479.22;45;4
479.22;479.72;70;1
479.22;479.72;58;2
479.22;479.72;58;3
479.22;479.72;46;4
479.72;483.14;72;1
479.72;483.14;60;2
479.72;483.14;60;3
479.72;483.14;48;4
483.14;483.37;77;1
483.14;483.52;55;2
483.37;483.39;79;1
483.4;483.52;77;1
483.52;483.72;76;1
483.52;483.92;57;2
483.72;483.81;77;1
483.82;483.92;76;1
483.92;484.09;74;1
483.92;484.34;59;2
484.09;484.21;76;1
484.22;484.34;74;1
484.34;484.53;72;1
484.34;484.7;60;2
484.53;484.61;74;1
484.62;484.7;72;1
484.7;484.85;71;1
484.7;485.1;62;2
484.85;484.97;72;1
484.98;485.1;71;1
485.1;485.23;69;1
485.1;485.48;64;2
485.23;485.35;71;1
485.36;485.48;69;1
485.48;486.07;67;1
485.48;485.9;65;2
485.9;486.26;62;2
486.07;486.17;69;1
486.18;486.26;67;1
486.26;486.45;66;1
486.26;486.64;59;2
486.45;486.64;67;1
486.64;487.08;86;1
486.64;487.08;55;2
486.64;487.33;55;3
486.64;487.08;47;4
487.08;487.46;83;1
487.08;487.46;50;4
487.33;487.37;57;3
487.37;487.46;55;3
487.46;487.94;77;1
487.46;487.69;54;3
487.46;487.94;43;4
487.69;487.94;55;3
487.94;488.3;76;1
487.94;488.11;70;2
487.94;488.3;48;3
487.94;488.3;48;4
488.11;488.17;72;2
488.18;488.3;70;2
488.3;488.49;69;2
488.3;488.68;50;3
488.49;488.57;70;2
488.58;488.68;69;2
488.68;488.89;67;2
488.68;489.06;52;3
488.89;489.01;69;2
489.02;489.06;67;2
489.06;489.21;65;2
489.06;489.46;53;3
489.21;489.33;67;2
489.34;489.46;65;2
489.46;489.67;64;2
489.46;489.84;55;3
489.67;489.73;65;2
489.74;489.84;64;2
489.84;490.09;62;2
489.84;490.34;57;3
490.09;490.21;64;2
490.22;490.34;62;2
490.34;490.92;60;2
490.34;490.8;58;3
490.8;491.06;55;3
490.92;490.99;62;2
491;491.06;60;2
491.06;491.23;59;2
491.06;491.44;50;3
491.23;491.44;60;2
491.44;491.9;79;1
491.44;491.9;70;2
491.44;492.11;48;3
491.44;491.9;36;4
491.9;492.28;76;1
491.9;492.28;40;4
492.11;492.15;62;3
492.16;492.28;60;3
492.28;492.68;70;1
492.28;492.45;59;3
492.28;492.68;43;4
492.45;492.68;60;3
492.68;493.15;65;1
492.68;493.15;69;1
492.68;493.27;60;2
492.68;493.15;60;3
492.68;493.15;48;4
493.15;493.46;57;3
493.27;493.33;62;2
493.34;493.46;60;2
493.46;493.59;59;2
493.46;493.76;53;3
493.59;493.76;60;2
493.76;494.24;81;1
493.76;494.24;69;2
493.76;494.45;48;3
493.76;494.24;36;4
494.24;494.62;77;1
494.24;494.62;41;4
494.45;494.49;62;3
494.5;494.62;60;3
494.62;495.02;72;1
494.62;494.77;59;3
494.62;495.02;45;4
494.77;495.02;60;3
495.02;495.59;70;1
495.02;495.46;67;3
495.02;495.46;48;4
495.46;495.82;64;3
495.59;495.69;72;1
495.7;495.82;70;1
495.82;496.03;69;1
495.82;496.22;60;3
496.03;496.22;70;1
496.22;496.64;82;1
496.22;496.64;79;2
496.22;496.64;76;3
496.22;496.64;36;4
496.64;497.1;79;1
496.64;497.1;76;2
496.64;497.1;70;3
496.64;497.1;48;4
497.1;497.56;76;1
497.1;497.56;70;2
497.1;497.56;67;3
497.1;497.56;49;4
497.56;498.15;77;1
497.56;498.72;69;2
497.56;498.72;65;3
497.56;498.72;50;4
498.15;498.21;79;1
498.22;498.32;77;1
498.32;498.47;76;1
498.47;498.72;77;1
498.72;500;79;1
498.72;500;73;2
498.72;500;58;3
498.72;500;52;4
500;500.59;81;1
500;501.2;72;2
500;500.72;63;3
500;501.2;54;4
500.59;500.65;82;1
500.66;500.72;81;1
500.72;500.97;79;1
500.97;501.2;81;1
501.2;502.34;82;1
501.2;502.34;70;2
501.2;502.34;62;3
501.2;502.34;55;4
502.34;502.95;84;1
502.34;503.64;75;2
502.34;503.64;66;3
502.34;503.64;57;4
502.95;503.07;86;1
503.08;503.2;84;1
503.2;503.39;82;1
503.39;503.64;84;1
503.64;504.94;86;1
503.64;504.94;68;2
503.64;504.94;65;3
503.64;504.94;59;4
504.95;505.61;69;2
504.95;505.61;65;3
504.95;506.2;60;4
505.44;505.8;72;1
505.61;505.69;70;2
505.61;505.69;67;3
505.7;505.8;69;2
505.7;505.8;65;3
505.8;506.2;72;1
505.8;506.01;67;2
505.8;506.01;64;3
506.01;506.2;69;2
506.01;506.2;65;3
506.2;506.69;72;1
506.2;506.9;70;2
506.2;506.9;67;3
506.2;506.9;48;4
506.69;506.77;74;1
506.78;506.9;72;1
506.9;507.15;71;1
506.9;507.34;55;2
506.9;507.34;52;3
506.9;507.34;36;4
507.15;507.34;72;1
507.34;507.84;65;1
507.34;507.84;57;2
507.34;507.84;53;3
507.34;507.95;41;4
507.84;508.14;57;2
507.84;508.14;48;3
507.95;508.01;43;4
508.02;508.14;41;4
508.14;508.52;57;2
508.14;508.52;48;3
508.14;508.35;40;4
508.35;508.52;41;4
508.52;508.54;65;1
508.52;509.64;59;2
508.52;509.64;49;3
508.52;509.64;41;4
508.54;508.55;64;1
508.55;508.56;62;1
508.56;508.64;64;1
508.64;508.76;65;1
508.77;508.89;64;1
508.89;509.01;62;1
509.02;509.14;64;1
509.14;509.26;65;1
509.27;509.39;64;1
509.39;509.51;62;1
509.52;509.64;64;1
509.64;510;65;1
509.64;510;57;2
509.64;510.9;48;3
509.64;510.25;41;4
510;510.5;69;1
510;510.5;65;2
510.25;510.37;43;4
510.38;510.5;41;4
510.5;510.9;69;1
510.5;510.9;65;2
510.5;510.73;40;4
510.73;510.9;41;4
510.9;512.06;70;1
510.9;511.02;65;2
510.9;512.06;49;3
510.9;512.52;41;4
511.03;511.15;64;2
511.15;511.25;62;2
511.26;511.38;64;2
511.38;511.47;65;2
511.47;511.53;64;2
511.53;511.57;62;2
511.58;511.68;64;2
511.69;511.76;65;2
511.76;511.87;64;2
511.87;511.93;62;2
511.94;512.06;64;2
512.06;512.52;69;1
512.06;512.52;65;2
512.06;512.52;48;3
512.52;512.88;65;3
512.71;512.75;73;1
512.71;512.75;70;2
512.76;512.88;72;1
512.76;512.88;69;2
512.88;513.05;70;1
512.88;513.05;67;2
512.88;513.28;65;3
513.05;513.28;72;1
513.05;513.28;69;2
513.28;514.44;73;1
513.28;514.44;70;2
513.28;513.4;65;3
513.41;513.51;64;3
513.51;513.61;62;3
513.62;513.68;64;3
513.68;513.8;65;3
513.81;513.87;64;3
513.87;513.93;62;3
513.94;514.04;64;3
514.04;514.16;65;3
514.17;514.29;64;3
514.29;514.35;62;3
514.35;514.44;64;3
514.44;514.8;72;1
514.44;514.8;69;2
514.44;514.8;65;3
514.8;515.22;72;3
514.8;515.22;41;4
515.05;515.15;82;1
515.05;515.15;79;2
515.16;515.22;81;1
515.16;515.22;77;2
515.22;515.43;79;1
515.22;515.43;76;2
515.22;515.63;72;3
515.22;515.63;41;4
515.43;515.63;81;1
515.43;515.63;77;2
515.63;516.8;82;1
515.63;516.8;79;2
515.63;516.8;73;3
515.63;515.72;41;4
515.73;515.83;40;4
515.83;515.91;38;4
515.91;516.02;40;4
516.02;516.14;41;4
516.15;516.27;40;4
516.27;516.3;38;4
516.3;516.36;40;4
516.36;516.48;41;4
516.49;516.59;40;4
516.6;516.67;38;4
516.68;516.8;40;4
516.8;516.93;81;1
516.8;517.16;77;2
516.8;517.16;72;3
516.8;517.16;41;4
516.93;517.05;82;1
517.06;517.16;81;1
517.16;517.41;79;1
517.41;517.52;81;1
517.52;517.77;76;1
517.52;517.77;76;2
517.52;517.77;64;3
517.52;517.77;52;4
517.77;518.02;77;1
517.77;518.02;77;2
517.77;518.02;65;3
517.77;518.02;53;4
518.02;518.21;72;1
518.02;518.34;72;2
518.02;518.34;60;3
518.02;518.34;48;4
518.21;518.23;74;1
518.23;518.34;72;1
518.34;518.55;71;1
518.55;518.74;72;1
518.74;518.93;68;1
518.74;518.93;68;2
518.74;518.93;56;3
518.74;518.93;44;4
518.93;519.12;69;1
518.93;519.12;69;2
518.93;519.12;57;3
518.93;519.12;45;4
519.12;519.29;65;1
519.12;519.52;65;2
519.12;519.52;53;3
519.12;519.52;41;4
519.29;519.39;67;1
519.4;519.52;65;1
519.52;519.69;64;1
519.69;519.88;65;1
519.88;520.13;60;1
519.88;520.13;60;2
519.88;520.13;48;3
519.88;520.13;36;4
520.13;520.32;64;1
520.13;520.32;64;2
520.13;520.32;52;3
520.13;520.32;40;4
520.32;522.96;65;1
520.32;522.96;65;2
520.32;522.96;53;3
520.32;522.96;41;4
522.96;525.22;69;1
522.96;525.22;77;1
522.96;525.22;57;2
522.96;525.22;65;2
522.96;525.22;53;3
522.96;525.22;41;4
